zipcode,street,neighbourhood,city,state,country,longitude,latitude
11679899,Área Rural,Área Rural de Caraguatatuba,Caraguatatuba,SP,Brasil,-47.127533,-22.8018952
11666770,Rua Inácio Batista de Faria,Balneário Mar Azul,Caraguatatuba,SP,Brasil,-45.4452474,-23.6686225
11661395,Avenida Antônio Francisco Paschoal Peliciari,Cantagalo,Caraguatatuba,SP,Brasil,-45.3980307,-23.6046979
11666780,Avenida Emílio Manzano Lhorente,Balneário dos Golfinhos,Caraguatatuba,SP,Brasil,-45.4514943,-23.6718155
11666790,Alameda Alfredo Carlos Rokita,Balneário dos Golfinhos,Caraguatatuba,SP,Brasil,-45.451625,-23.671349
11666800,Avenida Pedro Reginaldo da Costa,Balneário dos Golfinhos,Caraguatatuba,SP,Brasil,-45.4551596,-23.6717164
11676691,Rua José Garcia da Fonseca,Capricórnio III,Caraguatatuba,SP,Brasil,-45.3651756,-23.5951497
11676692,Rua Dois,Capricórnio III,Caraguatatuba,SP,Brasil,-45.3533527,-23.6036793
11676694,Rua Quatro,Capricórnio III,Caraguatatuba,SP,Brasil,-45.3517335,-23.6061678
11676695,Rua Esquerda,Capricórnio III,Caraguatatuba,SP,Brasil,-45.4309606,-23.7111073
11676697,Rua Seis,Capricórnio III,Caraguatatuba,SP,Brasil,-45.45398,-23.6832813
11676699,Rua Sete,Capricórnio III,Caraguatatuba,SP,Brasil,-45.3625878,-23.5982692
11660135,Rua Delfino Macedo,Benfica,Caraguatatuba,SP,Brasil,-45.4239186,-23.6192428
11660145,Rua Capitão José Macedo,Benfica,Caraguatatuba,SP,Brasil,-45.4134629,-23.6175005
11660155,Rua Iraci,Benfica,Caraguatatuba,SP,Brasil,-45.4124633,-23.6191225
11660165,Rua Maria Hortência,Benfica,Caraguatatuba,SP,Brasil,-45.4139026,-23.6169136
11660195,Rua Ione,Benfica,Caraguatatuba,SP,Brasil,-45.4128085,-23.6184648
11660405,Rua Antônio Mathias dos Reis Filho,Benfica,Caraguatatuba,SP,Brasil,-45.4164889,-23.6164166
11660406,Rua Maestro Pedro Alves de Souza,Benfica,Caraguatatuba,SP,Brasil,-47.5217972,-23.009581
11660407,Rua Cristina Canova Passos,Benfica,Caraguatatuba,SP,Brasil,-45.4160293,-23.6202907
11660415,Rua Benedito Miguel da Costa,Benfica,Caraguatatuba,SP,Brasil,-45.4225724,-23.6122833
11660457,Rua Josefa Luzinete de Souza,Benfica,Caraguatatuba,SP,Brasil,-45.4160293,-23.6202907
11676095,Rua Benedito Jesuíno,Capricónio III,Caraguatatuba,SP,Brasil,-45.3640277,-23.5973204
11676702,Rua Oito,Capricónio III,Caraguatatuba,SP,Brasil,-45.3538038,-23.6058197
11676704,Rua Nove,Capricónio III,Caraguatatuba,SP,Brasil,-45.3552446,-23.6049584
11676706,Rua João Caetano dos Santos Filho,Capricónio III,Caraguatatuba,SP,Brasil,-45.3668928,-23.593264
11676707,Rua Doze,Capricónio III,Caraguatatuba,SP,Brasil,-45.3550877,-23.6062684
11676708,Rua Treze,Capricónio III,Caraguatatuba,SP,Brasil,-45.3402969,-23.5838423
11676709,Rua Quinze,Capricónio III,Caraguatatuba,SP,Brasil,-45.3549869,-23.6071526
11676711,Rua Dezesseis,Capricónio III,Caraguatatuba,SP,Brasil,-45.3394024,-23.5856765
11676712,Rua Dezessete,Capricónio III,Caraguatatuba,SP,Brasil,-45.3514432,-23.6044367
11676713,Rua Dezoito,Capricónio III,Caraguatatuba,SP,Brasil,-45.3471416,-23.5897324
11676714,Rua Dezenove,Capricónio III,Caraguatatuba,SP,Brasil,-45.34239,-23.5826333
11677072,Travessa Josefina de Oliveira,Condomínio Amorim,Caraguatatuba,SP,Brasil,-51.4236493,-22.1323562
11676436,Rua Um,Capricórnio II,Caraguatatuba,SP,Brasil,-45.4477173,-23.6822261
11676439,Rua Dois,Capricórnio II,Caraguatatuba,SP,Brasil,-45.3533527,-23.6036793
11676500,Rua Cinco,Capricórnio II,Caraguatatuba,SP,Brasil,-45.3517335,-23.6061678
11676502,Rua Seis,Capricórnio II,Caraguatatuba,SP,Brasil,-45.45398,-23.6832813
11676503,Rua Quatorze,Capricórnio II,Caraguatatuba,SP,Brasil,-45.34132,-23.5847269
11676504,Rua Onze,Capricórnio II,Caraguatatuba,SP,Brasil,-45.3532996,-23.606315
11676505,Rua Oito,Capricórnio II,Caraguatatuba,SP,Brasil,-45.3538038,-23.6058197
11676509,Rua Nove,Capricórnio II,Caraguatatuba,SP,Brasil,-45.3552446,-23.6049584
11676561,Rua Dez,Capricórnio II,Caraguatatuba,SP,Brasil,-45.447874,-23.6805207
11676564,Rua Doze,Capricórnio II,Caraguatatuba,SP,Brasil,-45.3550877,-23.6062684
11676601,Rua Quinze,Capricórnio II,Caraguatatuba,SP,Brasil,-45.3549869,-23.6071526
11676604,Rua Dezesseis,Capricórnio II,Caraguatatuba,SP,Brasil,-45.3396582,-23.5858907
11676000,Rua Gabriel Fagundes da Rosa,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.3542141,-23.5971288
11676010,Rua João Rodrigues do Prado,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.3548058,-23.5998866
11676020,Rua Lázaro Coelho de Oliveira,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.3525978,-23.5987538
11676021,Rua Alcides Alves Pereira,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.4173113,-23.618726
11676022,Rua Dezesseis,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.3396582,-23.5858907
11676023,Rua Quatro,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.3528947,-23.5793703
11676024,Rua Dezessete,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.3514432,-23.6044367
11676026,Rua Cinco,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.3748573,-23.6043973
11676029,Rua Ilda Leite de Jesus,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.3535077,-23.5975814
11676030,Rua José Martins dos Santos,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.3532762,-23.6005989
11676040,Rua Benedito Rodrigues Santos,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.3552483,-23.6002395
11676079,Rua Benedito Caetano dos Santos,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.3518756,-23.5994641
11676410,Avenida Tsuzuki Yoshimoto,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.3486922,-23.6055623
11676485,Rua Francisco Lourival Cruz de Oliveira,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.349991,-23.6062934
11676705,Rua Benedito Cunha Alvarenga,Balneário Califórnia,Caraguatatuba,SP,Brasil,-45.3535077,-23.5975814
11661230,Rua Queluz,Balneário Forest,Caraguatatuba,SP,Brasil,-45.3967967,-23.6211427
11661231,Rua Romeu de Freitas,Balneário Forest,Caraguatatuba,SP,Brasil,-45.3952015,-23.6221128
11661240,Rua Cubatão,Balneário Forest,Caraguatatuba,SP,Brasil,-45.3971032,-23.6187299
11661250,Rua Campinas,Balneário Forest,Caraguatatuba,SP,Brasil,-45.396593,-23.619063
11661260,Avenida Jundiaí,Balneário Forest,Caraguatatuba,SP,Brasil,-45.3958664,-23.6192031
11661300,Avenida Presidente Castelo Branco,Balneário Forest,Caraguatatuba,SP,Brasil,-45.3869643,-23.6149753
11661550,Rua Guararema,Balneário Forest,Caraguatatuba,SP,Brasil,-45.3954186,-23.6211553
11661560,Rua Lourenço Castanho Taques,Balneário Forest,Caraguatatuba,SP,Brasil,-45.394932,-23.620481
11676060,Rua João Batista do Prado,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3535503,-23.5995775
11676061,Rua Itoue Iochimoto,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3612465,-23.5968865
11676070,Rua Geraldo Cordeiro de Souza,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3525978,-23.5987538
11676080,Avenida Benedito Corrêa do Prado,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.352233,-23.6012825
11676090,Rua Onze,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3447481,-23.591888
11676400,Avenida Maria de Lourdes da Silva Kfouri,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3322652,-23.5871248
11676401,Rua Zenichi Kamiyama,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3543676,-23.6015652
11676403,Rua Seishi Yoshimoto,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3504146,-23.6021613
11676405,Rua Tatsuo Matsumoto,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3612465,-23.5968865
11676430,Rua Toyo Kamiyama,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3476934,-23.6039048
11676440,Rua Iwai Saito,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3476593,-23.6046208
11676450,Rua Reverendo Takeo Monobe,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3477969,-23.6024288
11676465,Avenida Akiyo Nagae,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3612465,-23.5968865
11676470,Rua Yasushige Nagae,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3612465,-23.5968865
11676480,Rua Seis,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3424727,-23.59424
11676490,Rua Eli Minqueti,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3612465,-23.5968865
11676495,Rua Dois,Balneário Copacabana,Caraguatatuba,SP,Brasil,-45.3450054,-23.59082
11676050,Rua Vinte e Dois,Getuba,Caraguatatuba,SP,Brasil,-45.342721,-23.5814389
11676290,Rua Candido Portinari,Getuba,Caraguatatuba,SP,Brasil,-45.3613698,-23.5944018
11676346,Rua Dom Antinio Luiz de Souza,Getuba,Caraguatatuba,SP,Brasil,-45.3446385,-23.5946483
11677010,Rua Rio Paraná,Estância Balneária Hawai,Caraguatatuba,SP,Brasil,-45.3399446,-23.5898618
11677011,Rua Rio São Francisco,Estância Balneária Hawai,Caraguatatuba,SP,Brasil,-45.3401784,-23.5878204
11677020,Rua Kunio Nishi,Estância Balneária Hawai,Caraguatatuba,SP,Brasil,-45.3397244,-23.589177
11677021,Rua Tocantins,Estância Balneária Hawai,Caraguatatuba,SP,Brasil,-46.3293848,-23.9619663
11677561,Rua Xingu,Estância Balneária Hawai,Caraguatatuba,SP,Brasil,-45.3424742,-23.5858098
11677562,Rua Tapajós,Estância Balneária Hawai,Caraguatatuba,SP,Brasil,-45.3426385,-23.5859038
11677563,Rua Araguaia,Estância Balneária Hawai,Caraguatatuba,SP,Brasil,-45.3428107,-23.586286
11677564,Rua Rio Negro,Estância Balneária Hawai,Caraguatatuba,SP,Brasil,-45.3396005,-23.5890747
11677565,Rua Japura,Estância Balneária Hawai,Caraguatatuba,SP,Brasil,-46.6416029,-23.5526555
11677566,Rua Madeira,Estância Balneária Hawai,Caraguatatuba,SP,Brasil,-45.3416072,-23.5872968
11677040,Avenida Maestro Heitor de Carvalho,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3360175,-23.5833224
11677041,Rua R,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3380733,-23.5917057
11677042,Rua Ennio Angelo Bertoncini,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3327414,-23.586662
11677043,Rua L,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3395298,-23.5808188
11677044,Rua M,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3395298,-23.5808188
11677045,Rua N,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3351385,-23.5861465
11677046,Rua Hortência Pinto Noronha,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3360486,-23.5859007
11677047,Rua P,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3361599,-23.5851634
11677048,Rua Q,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3363276,-23.5843932
11677049,Rua S,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3371397,-23.5833079
11677311,Rua X,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3395298,-23.5808188
11677312,Rua O,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3334135,-23.5828347
11677313,Rua Um,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3234649,-23.5740619
11677314,Rua A3,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3395298,-23.5808188
11677315,Rua A4,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3395298,-23.5808188
11677316,Rua A2,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3395298,-23.5808188
11677317,Rua A1,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3378397,-23.5795423
11677318,Rua F,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3363581,-23.5801909
11677319,Rua Anna Zamarzahl Y Carnero,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.332955,-23.5846214
11677320,Rua Pedro Santana,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.4333307,-23.6978577
11677321,Rua C,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3353594,-23.5823124
11677322,Rua A,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3336679,-23.5850257
11677325,Avenida Perimetral,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3398445,-23.5797988
11677326,Rua T,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3377301,-23.5829991
11677327,Rua U,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3385634,-23.5799482
11677328,Rua G,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3380733,-23.5917057
11677329,Rua João Levy Navarro,Balneário Gardem Mar,Caraguatatuba,SP,Brasil,-45.3404455,-23.5928641
11661160,Rua Sebastião Nepomuceno,Ipiranga,Caraguatatuba,SP,Brasil,-45.3993334,-23.6208094
11661161,Praça Benedito Joaquim Nascimento,Ipiranga,Caraguatatuba,SP,Brasil,-45.3997421,-23.6201669
11661162,Praça Senador César Vergueiro,Ipiranga,Caraguatatuba,SP,Brasil,-49.0568442,-22.3333623
11661170,Rua Levy Aniceto de Souza,Ipiranga,Caraguatatuba,SP,Brasil,-45.3757691,-23.6064487
11661180,Rua Antônio Zenko Filho,Ipiranga,Caraguatatuba,SP,Brasil,-45.3983673,-23.6214084
11661190,Rua Francisco Samuel Nepomuceno,Ipiranga,Caraguatatuba,SP,Brasil,-45.3997421,-23.6201669
11661580,Rua Sebastião Izidoro,Ipiranga,Caraguatatuba,SP,Brasil,-45.405045,-23.620583
11676412,Rua Polux,Capricórnio I,Caraguatatuba,SP,Brasil,-46.6101594,-23.7165435
11676435,Avenida Baleia,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3523657,-23.6089806
11676510,Avenida Eridano,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3472387,-23.6048546
11676515,Avenida Balança,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3510577,-23.610182
11676520,Avenida Pavão,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3513099,-23.6081051
11676525,Avenida Hidra,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3534099,-23.609945
11676530,Alameda dos Salmões,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3526513,-23.607545
11676535,Rua Pegasso,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3527862,-23.6102435
11676540,Rua Cisne,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3522831,-23.6103922
11676545,Rua Cruzeiro do Sul,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3987671,-23.6196172
11676550,Avenida Câncer,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3523347,-23.6098809
11676560,Rua Hiades,Capricórnio I,Caraguatatuba,SP,Brasil,-45.8936506,-23.2234971
11676565,Rua Ursa Menor,Capricórnio I,Caraguatatuba,SP,Brasil,-45.352464,-23.6094156
11676570,Rua Ursa Maior,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3520355,-23.6090624
11676575,Rua Cassiopéia,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3516139,-23.6090735
11676580,Rua Índio,Capricórnio I,Caraguatatuba,SP,Brasil,-45.351973,-23.6081576
11676583,Rua Andromeda,Capricórnio I,Caraguatatuba,SP,Brasil,-46.8189226,-23.5721432
11676585,Rua Dragão,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3514935,-23.6082539
11676590,Rua do Corvo,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3521808,-23.6083829
11676595,Rua Serpentário,Capricórnio I,Caraguatatuba,SP,Brasil,-46.7183852,-23.5675568
11676600,Avenida Escorpião,Capricórnio I,Caraguatatuba,SP,Brasil,-45.351768,-23.609616
11676605,Avenida Virgem,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3523657,-23.6089806
11676610,Rua Gêmeos,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3518499,-23.6103923
11676645,Avenida Leão,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3519848,-23.6093855
11676647,Rua Centauro,Capricórnio I,Caraguatatuba,SP,Brasil,-45.435062,-23.654266
11676650,Rua Lebre,Capricórnio I,Caraguatatuba,SP,Brasil,-47.042145,-23.6279254
11676655,Rua Lobo,Capricórnio I,Caraguatatuba,SP,Brasil,-51.3628962,-23.2969877
11676660,Rua Orion,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3513707,-23.6088765
11676665,Rua Perseu,Capricórnio I,Caraguatatuba,SP,Brasil,-46.4609134,-23.6079653
11676670,Rua Castro,Capricórnio I,Caraguatatuba,SP,Brasil,-45.3915846,-23.6127131
11660550,Rua Benedito Cruz Arouca,Jardim Arouca,Caraguatatuba,SP,Brasil,-45.4219649,-23.6224194
11676420,Rua Tubarão,Delfim Verde,Caraguatatuba,SP,Brasil,-45.3528899,-23.6127762
11676425,Rua Raia,Delfim Verde,Caraguatatuba,SP,Brasil,-45.2970476,-23.5655353
11676615,Rua Delfim,Delfim Verde,Caraguatatuba,SP,Brasil,-45.3533914,-23.6122396
11676620,Travessa Naval,Delfim Verde,Caraguatatuba,SP,Brasil,-47.6152118,-22.7232165
11676625,Travessa Golfinho,Delfim Verde,Caraguatatuba,SP,Brasil,-45.2967128,-23.557527
11676635,Rua Cavalo-Marinho,Delfim Verde,Caraguatatuba,SP,Brasil,-45.068342,-23.445586
11676640,Rua Corvina,Delfim Verde,Caraguatatuba,SP,Brasil,-45.3538449,-23.6136925
11676675,Praça Estrela-do-Mar,Delfim Verde,Caraguatatuba,SP,Brasil,-45.3516125,-23.6101
11676676,Rua Cassiopeia,Delfim Verde,Caraguatatuba,SP,Brasil,-45.3518052,-23.6088732
11676680,Alameda dos Cações,Delfim Verde,Caraguatatuba,SP,Brasil,-46.3949063,-23.5044942
11676690,Avenida Beira-Mar,Delfim Verde,Caraguatatuba,SP,Brasil,-45.4297105,-23.6375271
11666820,Avenida Alice Arouca,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4530606,-23.6678638
11666830,Avenida BB,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4149285,-23.6238891
11666831,Avenida Domingos Martins Cabrera,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.44865,-23.6684779
11666832,Rua A Hum,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4652915,-23.6723285
11666833,Rua A Dois,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4327864,-23.6545799
11666834,Rua A Três,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4513398,-23.6683525
11666835,Rua Gilberto Henrique Bechara,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.462653,-23.6692479
11666836,Rua C Hum,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4652915,-23.6723285
11666837,Rua C Dois,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4327864,-23.6545799
11666838,Rua Rita Conceição Moreira,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-46.5359114,-23.4745571
11666839,Rua E Hum,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4463269,-23.6673173
11666840,Rua E Dois,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4468944,-23.6674046
11666841,Rua E Três,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4474601,-23.6675142
11666842,Rua F Hum,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4652915,-23.6723285
11666843,Rua G Hum,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4652915,-23.6723285
11666844,Rua Oscar Augusto Guelli,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-49.3917809,-20.7618272
11666845,Rua G Três,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4513398,-23.6683525
11666846,Rua G Quatro,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4424549,-23.6664794
11666847,Rua Elza Arouca,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4366539,-23.6670718
11666848,Rua K Dois,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4538692,-23.668646
11666849,Rua K Três,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4513398,-23.6683525
11666850,Rua O Um,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.455738,-23.6694363
11666851,Rua O Dois,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4327691,-23.654554
11666852,Rua O Três,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4513398,-23.6683525
11666853,Rua Hum,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4652915,-23.6723285
11666854,Rua Dois,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4327691,-23.654554
11666855,Rua Três,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4513398,-23.6683525
11666856,Rua Quatro,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4424549,-23.6664794
11666857,Rua S Hum,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4652915,-23.6723285
11666858,Rua S Dois,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4626733,-23.6703029
11666859,Rua S Três,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4513398,-23.6683525
11666860,Rua U Hum,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4652915,-23.6723285
11666861,Rua U Dois,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4327864,-23.6545799
11666862,Rua U Três,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.444963,-23.6670035
11666869,Rua X,Balneário Recanto do Sol,Caraguatatuba,SP,Brasil,-45.4668922,-23.6727108
11677520,Rua Bolívia,Jardim Adalgisa,Caraguatatuba,SP,Brasil,-45.3159905,-23.5749402
11677530,Rua Chile,Jardim Adalgisa,Caraguatatuba,SP,Brasil,-45.317811,-23.5767743
11677540,Rua Colômbia,Jardim Adalgisa,Caraguatatuba,SP,Brasil,-45.3164433,-23.5762287
11677550,Avenida João Gonçalves Santana,Jardim Adalgisa,Caraguatatuba,SP,Brasil,-45.3180157,-23.5777155
11677560,Rua Paraguai,Jardim Adalgisa,Caraguatatuba,SP,Brasil,-45.3174535,-23.5763521
11677570,Rua Uruguai,Jardim Adalgisa,Caraguatatuba,SP,Brasil,-45.3165058,-23.5749066
11677580,Rua Venezuela,Jardim Adalgisa,Caraguatatuba,SP,Brasil,-45.3156523,-23.5755844
11662600,Avenida Vítor Meirelles,Jardim Bela Vista,Caraguatatuba,SP,Brasil,-45.3824922,-23.6203221
11675691,Rua Ronival Andrade de Camargo,Jardim Bandeirantes,Caraguatatuba,SP,Brasil,-46.373937,-23.503117
11675692,Travessa Três da Rua Francisco Ribeiro,Jardim Bandeirantes,Caraguatatuba,SP,Brasil,-45.3886163,-23.6233026
11675693,Travessa Francisco Ribeiro,Jardim Bandeirantes,Caraguatatuba,SP,Brasil,-45.4235473,-23.6121189
11675695,Rua Soldado Leonidas de Almeida Santos,Jardim Bandeirantes,Caraguatatuba,SP,Brasil,-45.3886163,-23.6233026
11664000,Avenida Alcídes de Castro Galvão,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3915846,-23.6127131
11664010,Avenida Marginal,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.361371,-23.6002463
11664020,Alameda do Álamo,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3903126,-23.6148522
11664030,Alameda dos Jacarandás,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3942766,-23.6159955
11664040,Alameda dos Pinheiros,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3919748,-23.6146547
11664050,Alameda das Palmeiras,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3935626,-23.6143959
11664060,Alameda dos Ciprestes,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3934992,-23.6136783
11664070,Alameda das Seringueiras,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3932024,-23.6127947
11664080,Praça Guaxinduba,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3923235,-23.6125644
11664090,Alameda dos Carvalhos,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3938586,-23.6121623
11664100,Avenida José Amador Galvão,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3922347,-23.6138611
11664110,Praça dos Tamoios,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.8805213,-23.2323989
11664120,Alameda das Paineiras,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3926517,-23.6151886
11664130,Alameda dos Eucaliptos,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3950244,-23.6147552
11664140,Praça Pau Brasil,Cidade Jardim,Caraguatatuba,SP,Brasil,-46.6458467,-23.543933
11664150,Alameda Cidade Jardim,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3960058,-23.6167147
11664160,Alameda dos Cedros do Líbano,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3947773,-23.6119954
11664170,Alameda das Faias,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3942011,-23.6114546
11664180,Alameda dos Salgueiros,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3949154,-23.6094416
11664190,Alameda das Cerejeiras,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3936977,-23.6106727
11664200,Alameda das Amendoeiras,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3911443,-23.6113416
11664210,Alameda dos Pessegueiros,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.393014,-23.6101843
11664220,Alameda dos Castanheiros,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3925128,-23.6095674
11664230,Alameda das Tamareiras,Cidade Jardim,Caraguatatuba,SP,Brasil,-47.9194375,-22.0127656
11664240,Alameda das Laranjeiras,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3900154,-23.6132998
11664250,Alameda das Figueiras,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3924616,-23.6103395
11664260,Rua Antônio Gonçalves Dias,Cidade Jardim,Caraguatatuba,SP,Brasil,-46.599666,-24.0841697
11664270,Rua dos Ipês,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3914818,-23.6161162
11664280,Alameda Roque da Costa Barreto,Cidade Jardim,Caraguatatuba,SP,Brasil,-45.3942766,-23.6159955
11678120,Rua Um,Costa Nova,Caraguatatuba,SP,Brasil,-45.4460236,-23.6741633
